Rec#,Cyc#,Step,Test (Min),Step (Min),Amp-hr,Watt-hr,Amps,Volts,State,ES,DPt Time
1032,10,19,62.5302,0.3087,0.005352424,0.003650963,1.041580835,1.1278706,C,5,13:37:15
1033,10,19,62.5502,0.3287,0.005699583,0.004052227,1.041580835,1.18188754,C,5,13:37:16
1034,10,19,62.5703,0.3488,0.006049636,0.004475643,1.041580835,1.2355993,C,5,13:37:17
1035,10,19,62.5908,0.3693,0.006405474,0.004925181,1.04150454,1.28915846,C,5,13:37:18
1036,10,19,62.6113,0.3898,0.006761311,0.005393771,1.04150454,1.34271763,C,5,13:37:20
1037,10,19,62.6323,0.4108,0.007125827,0.005893274,1.04150454,1.3962768,C,5,13:37:21
1038,10,19,62.6535,0.432,0.007493238,0.006416487,1.041428244,1.44983597,C,5,13:37:22
1039,10,19,62.6748,0.4533,0.007863542,0.006963656,1.041428244,1.50339513,C,5,13:37:24
1040,10,19,62.6963,0.4748,0.008236737,0.007534994,1.041275654,1.55680171,C,5,13:37:25
1041,10,19,62.7182,0.4967,0.008615718,0.008135454,1.041580835,1.61020829,C,5,13:37:26
1042,10,19,62.74,0.5185,0.008994699,0.008756098,1.04150454,1.66315709,C,5,13:37:27
1043,10,19,62.762,0.5405,0.009376574,0.009401689,1.04150454,1.71625849,C,5,13:37:29
1044,10,19,62.7845,0.563,0.009767129,0.010082739,1.04150454,1.76981765,C,5,13:37:30
1045,10,19,62.8072,0.5857,0.010160575,0.010789869,1.04165713,1.82307164,C,5,13:37:31
1046,10,19,62.83,0.6085,0.010556915,0.011523315,1.041580835,1.87632563,C,5,13:37:33
1047,10,19,62.8532,0.6317,0.01095904,0.012288927,1.041580835,1.9297322,C,5,13:37:34
1048,10,19,62.8763,0.6548,0.011361164,0.01307594,1.041351949,1.98268101,C,5,13:37:36
1049,10,19,62.8997,0.6782,0.011766183,0.013890041,1.041428244,2.03547723,C,5,13:37:37
1050,10,19,62.9233,0.7018,0.012176988,0.014737493,1.041275654,2.08842603,C,5,13:37:38
1051,10,19,62.9472,0.7257,0.012590685,0.015612812,1.041351949,2.14152743,C,5,13:37:40
1052,10,19,62.9713,0.7498,0.013010169,0.016522602,1.041428244,2.19462882,C,5,13:37:41
1053,10,19,62.9958,0.7743,0.013435437,0.017467529,1.041580835,2.24788281,C,5,13:37:43
1054,10,19,63.0205,0.799,0.013863599,0.018441658,1.041428244,2.30083162,C,5,13:37:44
1055,10,19,63.0453,0.8238,0.014294656,0.019445182,1.041351949,2.35393301,C,5,13:37:46
1056,10,19,63.0707,0.8492,0.01473439,0.020492204,1.041351949,2.40703441,C,5,13:37:47
1057,10,19,63.096,0.8745,0.015174125,0.02156252,1.041275654,2.45952544,C,5,13:37:49
1058,10,19,63.1217,0.9002,0.015619644,0.022670426,1.04150454,2.51232166,C,5,13:37:50
1059,10,19,63.1475,0.926,0.016068058,0.023809161,1.04165713,2.56496529,C,5,13:37:52
1060,10,19,63.1737,0.9522,0.016522257,0.024986479,1.041428244,2.61760891,C,5,13:37:53
1061,10,19,63.2,0.9785,0.016979348,0.026195346,1.04150454,2.67009995,C,5,13:37:55
1062,10,19,63.2268,1.0053,0.017445119,0.027451615,1.04150454,2.72320134,C,5,13:37:57
1063,10,19,63.254,1.0325,0.017916677,0.028748378,1.041428244,2.77584497,C,5,13:37:58
1064,10,19,63.2815,1.06,0.018394019,0.030086242,1.04165713,2.82848859,C,5,13:38:00
1065,10,19,63.3092,1.0877,0.018874256,0.031457578,1.041351949,2.8814374,C,5,13:38:02
1066,10,19,63.3373,1.1158,0.019363172,0.032879473,1.04150454,2.93408103,C,5,13:38:03
1067,10,19,63.3658,1.1443,0.019857872,0.034344357,1.041580835,2.98687724,C,5,13:38:05
1068,10,19,63.373,1.1515,0.019982271,0.034716832,1.041428244,3.00015259,C,133,13:38:05
1069,10,20,63.3738,0.0008,9.0215E-06,2.40784E-05,1.042572671,2.66887922,D,0,13:38:06
1070,10,20,63.3947,0.0217,0.000370659,0.000978363,1.041428244,2.61547265,D,5,13:38:07
1071,10,20,63.4188,0.0458,0.000790141,0.002063935,1.041580835,2.56206607,D,5,13:38:09
1072,10,20,63.4432,0.0702,0.001212518,0.00313467,1.04150454,2.50942245,D,5,13:38:10
1073,10,20,63.4677,0.0947,0.00163779,0.004190203,1.041580835,2.45632105,D,5,13:38:12
1074,10,20,63.492,0.119,0.002060166,0.005216161,1.041428244,2.40337224,D,5,13:38:13
1075,10,20,63.5163,0.1433,0.002482542,0.006219783,1.04150454,2.35027085,D,5,13:38:15
1076,10,20,63.5407,0.1677,0.002904919,0.007200982,1.04150454,2.29716945,D,5,13:38:16
1077,10,20,63.5648,0.1918,0.003324401,0.008153205,1.04150454,2.24422065,D,5,13:38:17
1078,10,20,63.5888,0.2158,0.003740991,0.009076805,1.041428244,2.19127184,D,5,13:38:19
1079,10,20,63.6128,0.2398,0.00415758,0.009978309,1.04150454,2.13832303,D,5,13:38:20
1080,10,20,63.6367,0.2637,0.004571279,0.010851618,1.04150454,2.08506905,D,5,13:38:22
1081,10,20,63.6605,0.2875,0.004984976,0.011702916,1.041428244,2.03181506,D,5,13:38:23
1082,10,20,63.684,0.311,0.005392888,0.01252062,1.041428244,1.97886625,D,5,13:38:25
1083,10,20,63.7075,0.3345,0.005800799,0.013316683,1.04150454,1.92561227,D,5,13:38:26
1084,10,20,63.731,0.358,0.00620871,0.014091009,1.041351949,1.87220569,D,5,13:38:27
1085,10,20,63.7543,0.3813,0.006613728,0.014838188,1.04150454,1.81879911,D,5,13:38:29
1086,10,20,63.7775,0.4045,0.007015853,0.015558528,1.041351949,1.76539254,D,5,13:38:30
1087,10,20,63.8003,0.4273,0.007412192,0.016247379,1.041428244,1.71229114,D,5,13:38:32
1088,10,20,63.8232,0.4502,0.007808531,0.016915152,1.041580835,1.65903716,D,5,13:38:33
1089,10,20,63.8458,0.4728,0.008201978,0.017557117,1.04150454,1.60578317,D,5,13:38:34
1090,10,20,63.8683,0.4953,0.008592532,0.018173558,1.041275654,1.55252918,D,5,13:38:36
1091,10,20,63.8907,0.5177,0.008980193,0.01876475,1.041580835,1.49912261,D,5,13:38:37
1092,10,20,63.913,0.54,0.009367854,0.019335233,1.041351949,1.44556344,D,5,13:38:38
1093,10,20,63.9352,0.5622,0.009752622,0.019880845,1.04150454,1.39230945,D,5,13:38:40
1094,10,20,63.957,0.584,0.010131605,0.020398058,1.041580835,1.33920806,D,5,13:38:41
1095,10,20,63.9787,0.6057,0.010507694,0.020891413,1.04150454,1.28595407,D,5,13:38:42
1096,10,20,64.0005,0.6275,0.010886676,0.021368297,1.041428244,1.23224231,D,5,13:38:44
1097,10,20,64.0222,0.6492,0.011262763,0.021821331,1.041428244,1.17822538,D,5,13:38:45
1098,10,20,64.0438,0.6708,0.011638852,0.022254179,1.041428244,1.12466621,D,5,13:38:46
1099,10,20,64.0652,0.6922,0.012009156,0.022660449,1.041428244,1.07125963,D,5,13:38:47
1100,10,20,64.0863,0.7133,0.012376566,0.02304386,1.041428244,1.01739528,D,5,13:38:49
1101,10,20,64.1075,0.7345,0.012743974,0.023407544,1.041428244,0.96368353,D,5,13:38:50
1102,10,20,64.1285,0.7555,0.01310849,0.023748703,1.041580835,0.90981918,D,5,13:38:51
1103,10,20,64.1492,0.7762,0.013467222,0.024065162,1.04150454,0.85610742,D,5,13:38:52
1104,10,20,64.1697,0.7967,0.013823059,0.024360028,1.041428244,0.80270085,D,5,13:38:54
1105,10,20,64.1902,0.8172,0.014178897,0.024635775,1.04150454,0.7488365,D,5,13:38:55
1106,10,20,64.2105,0.8375,0.014531842,0.024890278,1.04150454,0.69481956,D,5,13:38:56
1107,10,20,64.2307,0.8577,0.014881894,0.025123839,1.041428244,0.64095521,D,5,13:38:57
1108,10,20,64.2507,0.8777,0.015229053,0.025336751,1.041580835,0.58724346,D,5,13:38:59
1109,10,20,64.2705,0.8975,0.015573319,0.025529338,1.04165713,0.5335317,D,5,13:39:00
1110,10,20,64.2902,0.9172,0.015914692,0.025701956,1.041351949,0.47997253,D,5,13:39:01
1111,10,20,64.3097,0.9367,0.016253172,0.025854933,1.041428244,0.42610819,D,5,13:39:02
1112,10,20,64.3292,0.9562,0.016591651,0.025989707,1.04150454,0.37193866,D,5,13:39:03
1113,10,20,64.3487,0.9757,0.016930129,0.02610618,1.041428244,0.31792172,D,5,13:39:04
1114,10,20,64.368,0.995,0.017265716,0.026203497,1.041351949,0.26405737,D,5,13:39:06
1115,10,20,64.3872,1.0142,0.017598409,0.026282108,1.04150454,0.21049821,D,5,13:39:07
1116,10,20,64.4065,1.0335,0.017933995,0.026343337,1.04150454,0.15648127,D,5,13:39:08
1117,10,20,64.4258,1.0528,0.01826958,0.02638643,1.04150454,0.10231174,D,5,13:39:09
1118,10,20,64.4452,1.0722,0.018605167,0.026411385,1.041428244,0.04844739,D,5,13:39:10
1119,10,20,64.459,1.086,0.018845284,0.026418132,1.04150454,0.00984207,D,133,13:39:11
1120,11,19,64.4598,0.0008,9.0232E-06,3.0422E-06,1.042801556,0.33806363,C,0,13:39:12
1121,11,19,64.4748,0.0158,0.000269405,9.86914E-05,1.041580835,0.39269093,C,5,13:39:13
1122,11,19,64.4912,0.0322,0.00055292,0.000218124,1.04150454,0.44731823,C,5,13:39:14
1123,11,19,64.5078,0.0488,0.000842219,0.000355775,1.041275654,0.50209812,C,5,13:39:15
1124,11,19,64.5248,0.0658,0.001137303,0.000512288,1.041428244,0.55642023,C,5,13:39:16
1125,11,19,64.5418,0.0828,0.001432388,0.000684833,1.04150454,0.61058976,C,5,13:39:17
1126,11,19,64.5592,0.1002,0.001733258,0.000877039,1.041580835,0.66491188,C,5,13:39:18
1127,11,19,64.5768,0.1178,0.002039915,0.001089586,1.041428244,0.71953918,C,5,13:39:19
1128,11,19,64.5947,0.1357,0.002349466,0.001320992,1.041428244,0.77370871,C,5,13:39:20
1129,11,19,64.6127,0.1537,0.002661909,0.001571515,1.041275654,0.82803082,C,5,13:39:21
1130,11,19,64.631,0.172,0.002980137,0.001843943,1.041428244,0.88235294,C,5,13:39:22
1131,11,19,64.6495,0.1905,0.00330126,0.002136291,1.041428244,0.93636988,C,5,13:39:23
1132,11,19,64.6683,0.2093,0.003628168,0.002451619,1.041428244,0.99084459,C,5,13:39:24
1133,11,19,64.6875,0.2285,0.003960863,0.002790618,1.041199359,1.04501411,C,5,13:39:25
1134,11,19,64.7065,0.2475,0.004290662,0.003144432,1.041351949,1.09872587,C,5,13:39:26
1135,11,19,64.726,0.267,0.004629142,0.003525699,1.041351949,1.15259022,C,5,13:39:28
1136,11,19,64.7457,0.2867,0.004970515,0.003928611,1.041428244,1.20630198,C,5,13:39:29
1137,11,19,64.7657,0.3067,0.005317674,0.004357023,1.04165713,1.26016632,C,5,13:39:30
1138,11,19,64.786,0.327,0.005670619,0.004811605,1.04150454,1.31418326,C,5,13:39:31
1139,11,19,64.8065,0.3475,0.006026456,0.005289142,1.04150454,1.36789502,C,5,13:39:32
1140,11,19,64.827,0.368,0.006382294,0.00578575,1.041275654,1.42145418,C,5,13:39:34
1141,11,19,64.848,0.389,0.00674681,0.006313956,1.041428244,1.47501335,C,5,13:39:35
1142,11,19,64.8692,0.4102,0.007114219,0.006866056,1.041428244,1.52857252,C,5,13:39:36
1143,11,19,64.8905,0.4315,0.007484522,0.007442309,1.041580835,1.5818265,C,5,13:39:37
1144,11,19,64.9118,0.4528,0.007854825,0.008038245,1.04150454,1.6349279,C,5,13:39:39
1145,11,19,64.9337,0.4747,0.008233806,0.008668315,1.041428244,1.68848707,C,5,13:39:40
1146,11,19,64.9557,0.4967,0.008615681,0.009323597,1.041428244,1.74189364,C,5,13:39:41
1147,11,19,64.978,0.519,0.009003343,0.010009538,1.04150454,1.7956054,C,5,13:39:43
1148,11,19,65.0007,0.5417,0.00939679,0.010726868,1.04150454,1.84916457,C,5,13:39:44
1149,11,19,65.0233,0.5643,0.009790236,0.011465258,1.041428244,1.90257115,C,5,13:39:45
1150,11,19,65.0462,0.5872,0.010186574,0.012230175,1.04150454,1.95597772,C,5,13:39:47
1151,11,19,65.0695,0.6105,0.010591592,0.013033502,1.041428244,2.00953689,C,5,13:39:48
1152,11,19,65.0928,0.6338,0.01099661,0.013858471,1.04150454,2.06248569,C,5,13:39:50
1153,11,19,65.1162,0.6572,0.011401629,0.014704889,1.04150454,2.1154345,C,5,13:39:51
1154,11,19,65.14,0.681,0.011815326,0.015591399,1.041428244,2.16884108,C,5,13:39:52
1155,11,19,65.1642,0.7052,0.012234809,0.016512649,1.04150454,2.22194247,C,5,13:39:54
1156,11,19,65.1883,0.7293,0.012654293,0.017456169,1.041351949,2.27489128,C,5,13:39:55
1157,11,19,65.2128,0.7538,0.013079562,0.018435219,1.04150454,2.32784009,C,5,13:39:57
1158,11,19,65.2375,0.7785,0.013507725,0.019443578,1.041351949,2.3806363,C,5,13:39:58
1159,11,19,65.2623,0.8033,0.013938779,0.020481472,1.041580835,2.43358511,C,5,13:40:00
1160,11,19,65.2877,0.8287,0.014378513,0.021563486,1.041351949,2.48638132,C,5,13:40:01
1161,11,19,65.3132,0.8542,0.014821139,0.022676077,1.041275654,2.53917754,C,5,13:40:03
1162,11,19,65.339,0.88,0.015269554,0.023826946,1.041428244,2.59227893,C,5,13:40:04
1163,11,19,65.3652,0.9062,0.015723752,0.025016682,1.041580835,2.64538033,C,5,13:40:06
1164,11,19,65.3917,0.9327,0.016183739,0.026245912,1.041351949,2.69802396,C,5,13:40:08
1165,11,19,65.4183,0.9593,0.016646617,0.027507326,1.041428244,2.75082017,C,5,13:40:09
1166,11,19,65.4455,0.9865,0.017118174,0.028817279,1.04150454,2.80376898,C,5,13:40:11
1167,11,19,65.4728,1.0138,0.017592624,0.030160296,1.041580835,2.85656519,C,5,13:40:12
1168,11,19,65.5007,1.0417,0.018075754,0.031553426,1.04150454,2.90920882,C,5,13:40:14
1169,11,19,65.5285,1.0695,0.018558883,0.032971977,1.04150454,2.96185245,C,5,13:40:16
1170,11,19,65.5492,1.0902,0.018917614,0.034041567,1.041428244,3.00015259,C,133,13:40:17
1171,11,20,65.55,0.0008,9.0219E-06,2.40924E-05,1.042954147,2.67009995,D,0,13:40:18
1172,11,20,65.5707,0.0215,0.000367767,0.000971215,1.04150454,2.61699855,D,5,13:40:19
1173,11,20,65.5948,0.0457,0.000787251,0.002057488,1.041428244,2.56374456,D,5,13:40:20
1174,11,20,65.6193,0.0702,0.001212521,0.003136217,1.041428244,2.51079576,D,5,13:40:22
1175,11,20,65.6438,0.0947,0.00163779,0.004192364,1.04150454,2.45799954,D,5,13:40:23
1176,11,20,65.6683,0.1192,0.00206306,0.005225978,1.04150454,2.40474556,D,5,13:40:25
1177,11,20,65.6927,0.1435,0.002485436,0.006230176,1.041428244,2.35179675,D,5,13:40:26
1178,11,20,65.717,0.1678,0.002907812,0.007211983,1.04150454,2.29854276,D,5,13:40:28
1179,11,20,65.7413,0.1922,0.003330188,0.008171325,1.04150454,2.24513619,D,5,13:40:29
1180,11,20,65.7655,0.2163,0.003749672,0.009101784,1.04150454,2.19233997,D,5,13:40:30
1181,11,20,65.7895,0.2403,0.004166263,0.010003683,1.041428244,2.13923857,D,5,13:40:32
1182,11,20,65.8133,0.2642,0.00457996,0.010877396,1.04150454,2.08613718,D,5,13:40:33
1183,11,20,65.8372,0.288,0.004993657,0.011729146,1.04150454,2.03288319,D,5,13:40:35
1184,11,20,65.8608,0.3117,0.005404462,0.012553045,1.04150454,1.9797818,D,5,13:40:36
1185,11,20,65.8843,0.3352,0.005812374,0.013349462,1.041428244,1.9266804,D,5,13:40:38
1186,11,20,65.9077,0.3585,0.006217392,0.01411872,1.041428244,1.87342641,D,5,13:40:39
1187,11,20,65.9308,0.3817,0.006619518,0.014861152,1.041428244,1.82047761,D,5,13:40:40
1188,11,20,65.9538,0.4047,0.007018751,0.015577077,1.041580835,1.7675288,D,5,13:40:42
1189,11,20,65.9768,0.4277,0.007417984,0.016271787,1.041580835,1.71412222,D,5,13:40:43
1190,11,20,65.9995,0.4503,0.007811431,0.016935508,1.041580835,1.66132601,D,5,13:40:45
1191,11,20,66.0222,0.473,0.008204878,0.017578336,1.041428244,1.60776684,D,5,13:40:46
1192,11,20,66.0447,0.4955,0.008595431,0.018195602,1.041428244,1.55436027,D,5,13:40:47
1193,11,20,66.0672,0.518,0.008985985,0.018791978,1.041580835,1.5008011,D,5,13:40:49
1194,11,20,66.0893,0.5402,0.009370754,0.019358998,1.041428244,1.44785229,D,5,13:40:50
1195,11,20,66.1113,0.5622,0.009752628,0.019901423,1.04150454,1.39444572,D,5,13:40:51
1196,11,20,66.1333,0.5842,0.010134503,0.02042351,1.041428244,1.34134432,D,5,13:40:53
1197,11,20,66.1553,0.6062,0.010516375,0.020925158,1.041351949,1.28778515,D,5,13:40:54
1198,11,20,66.177,0.6278,0.010892464,0.021399032,1.04150454,1.23392081,D,5,13:40:55
1199,11,20,66.1987,0.6495,0.011268552,0.021852767,1.041428244,1.18051423,D,5,13:40:56
1200,11,20,66.2202,0.671,0.011641747,0.02228302,1.04150454,1.12680247,D,5,13:40:58
1201,11,20,66.2417,0.6925,0.012014942,0.022693234,1.041428244,1.07309071,D,5,13:40:59
1202,11,20,66.2628,0.7137,0.012382352,0.023077368,1.041580835,1.01953155,D,5,13:41:00
1203,11,20,66.284,0.7348,0.012749761,0.023441799,1.041275654,0.9656672,D,5,13:41:02
1204,11,20,66.305,0.7558,0.013114276,0.023783714,1.041428244,0.91180285,D,5,13:41:03
1205,11,20,66.3258,0.7767,0.0134759,0.024103432,1.041428244,0.8580911,D,5,13:41:04
1206,11,20,66.3465,0.7973,0.013834631,0.024401278,1.041580835,0.80407416,D,5,13:41:05
1207,11,20,66.367,0.8178,0.014190468,0.024677563,1.041428244,0.7503624,D,5,13:41:07
1208,11,20,66.3873,0.8382,0.014543412,0.024932586,1.041428244,0.69649805,D,5,13:41:08
1209,11,20,66.4075,0.8583,0.014893465,0.025166689,1.041580835,0.64263371,D,5,13:41:09
1210,11,20,66.4277,0.8785,0.015243516,0.025381886,1.04150454,0.58861677,D,5,13:41:10
1211,11,20,66.4473,0.8982,0.015584888,0.025573349,1.04150454,0.5350576,D,5,13:41:11
1212,11,20,66.4672,0.918,0.015929154,0.025747948,1.041580835,0.48088808,D,5,13:41:13
1213,11,20,66.4868,0.9377,0.016270526,0.025902611,1.04150454,0.42702373,D,5,13:41:14
1214,11,20,66.5063,0.9572,0.016609006,0.026037718,1.041351949,0.37315938,D,5,13:41:15
1215,11,20,66.5258,0.9767,0.016947486,0.026154585,1.041275654,0.31914244,D,5,13:41:16
1216,11,20,66.5452,0.996,0.017283071,0.026252327,1.04150454,0.2652781,D,5,13:41:17
1217,11,20,66.5645,1.0153,0.017618656,0.026331973,1.041580835,0.21126116,D,5,13:41:18
1218,11,20,66.5838,1.0347,0.017954244,0.026393506,1.041199359,0.1575494,D,5,13:41:20
1219,11,20,66.603,1.0538,0.018286938,0.026436644,1.04150454,0.10399023,D,5,13:41:21
1220,11,20,66.6222,1.073,0.018619631,0.026461989,1.041428244,0.05043107,D,5,13:41:22
1221,11,20,66.6368,1.0877,0.018874212,0.026469407,1.04150454,0.00968948,D,133,13:41:23
1222,12,19,66.6377,0.0008,0.000009021,3.0336E-06,1.043106737,0.33714809,C,0,13:41:23
1223,12,19,66.6528,0.016,0.000272298,9.95915E-05,1.041428244,0.39223316,C,5,13:41:24
1224,12,19,66.669,0.0322,0.000552918,0.000217657,1.041351949,0.44655528,C,5,13:41:25
1225,12,19,66.6857,0.0488,0.000842218,0.000355086,1.041351949,0.50133516,C,5,13:41:26
1226,12,19,66.7027,0.0658,0.001137302,0.000511373,1.04150454,0.55596246,C,5,13:41:27
1227,12,19,66.7198,0.083,0.001435281,0.000685462,1.04150454,0.61013199,C,5,13:41:28
1228,12,19,66.7372,0.1003,0.001736152,0.000877612,1.04150454,0.66491188,C,5,13:41:29
1229,12,19,66.7548,0.118,0.002042808,0.001090153,1.04150454,0.719234,C,5,13:41:30
1230,12,19,66.7727,0.1358,0.002352357,0.001321561,1.041580835,0.77370871,C,5,13:41:31
1231,12,19,66.7907,0.1538,0.0026648,0.001572087,1.041428244,0.82787823,C,5,13:41:32
1232,12,19,66.8088,0.172,0.002980135,0.001841984,1.041580835,0.88189517,C,5,13:41:34
1233,12,19,66.8273,0.1905,0.003301257,0.0021342,1.041428244,0.9360647,C,5,13:41:35
1234,12,19,66.846,0.2092,0.003625271,0.002446521,1.041351949,0.98992905,C,5,13:41:36
1235,12,19,66.865,0.2282,0.003955072,0.002782222,1.04150454,1.04379339,C,5,13:41:37
1236,12,19,66.8843,0.2475,0.004290657,0.003141975,1.04165713,1.09811551,C,5,13:41:38
1237,12,19,66.9038,0.267,0.004629138,0.003523131,1.041428244,1.15213245,C,5,13:41:39
1238,12,19,66.9235,0.2867,0.00497051,0.003925943,1.04150454,1.20584421,C,5,13:41:40
1239,12,19,66.9435,0.3067,0.005317668,0.004354244,1.041428244,1.25986114,C,5,13:41:42
1240,12,19,66.9637,0.3268,0.00566772,0.004804935,1.04150454,1.31342031,C,5,13:41:43
1241,12,19,66.984,0.3472,0.006020665,0.005278242,1.041351949,1.3666743,C,5,13:41:44
1242,12,19,67.0047,0.3678,0.006379396,0.005778532,1.041428244,1.42038605,C,5,13:41:45
1243,12,19,67.0255,0.3887,0.006741019,0.006302195,1.041428244,1.47394522,C,5,13:41:47
1244,12,19,67.0467,0.4098,0.007108428,0.006853898,1.041580835,1.52750439,C,5,13:41:48
1245,12,19,67.068,0.4312,0.007478732,0.007429774,1.04150454,1.58106355,C,5,13:41:49
1246,12,19,67.0897,0.4528,0.007854821,0.008034812,1.04150454,1.6349279,C,5,13:41:50
1247,12,19,67.1115,0.4747,0.008233803,0.008664849,1.041580835,1.68833448,C,5,13:41:52
1248,12,19,67.1335,0.4967,0.008615677,0.009320121,1.041275654,1.74158846,C,5,13:41:53
1249,12,19,67.1557,0.5188,0.009000444,0.010000899,1.04150454,1.79499504,C,5,13:41:54
1250,12,19,67.178,0.5412,0.009388104,0.010707417,1.041351949,1.84824903,C,5,13:41:56
1251,12,19,67.2007,0.5638,0.009781551,0.011445455,1.041580835,1.9016556,C,5,13:41:57
1252,12,19,67.2235,0.5867,0.01017789,0.012210003,1.04165713,1.954757,C,5,13:41:58
1253,12,19,67.2465,0.6097,0.010577123,0.013001359,1.041428244,2.0078584,C,5,13:42:00
1254,12,19,67.2697,0.6328,0.010979248,0.01381974,1.04150454,2.0608072,C,5,13:42:01
1255,12,19,67.2932,0.6563,0.011387159,0.014671549,1.04150454,2.1139086,C,5,13:42:03
1256,12,19,67.317,0.6802,0.011800857,0.015557428,1.04150454,2.16731518,C,5,13:42:04
1257,12,19,67.341,0.7042,0.012217448,0.016471698,1.041580835,2.22041657,C,5,13:42:06
1258,12,19,67.3652,0.7283,0.012636932,0.017414618,1.041428244,2.27351797,C,5,13:42:07
1259,12,19,67.3897,0.7528,0.013062201,0.018393122,1.04150454,2.32677195,C,5,13:42:08
1260,12,19,67.4143,0.7775,0.013490365,0.019401002,1.04150454,2.37956817,C,5,13:42:10
1261,12,19,67.4392,0.8023,0.013921421,0.020438458,1.041428244,2.43236439,C,5,13:42:11
1262,12,19,67.4642,0.8273,0.014355369,0.021505764,1.041580835,2.48500801,C,5,13:42:13
1263,12,19,67.4895,0.8527,0.014795104,0.022610482,1.04150454,2.53780423,C,5,13:42:14
1264,12,19,67.5152,0.8783,0.015240625,0.023753202,1.04150454,2.59029526,C,5,13:42:16
1265,12,19,67.5412,0.9043,0.015691931,0.024934514,1.041580835,2.64324407,C,5,13:42:18
1266,12,19,67.5677,0.9308,0.016151916,0.02616282,1.041428244,2.69634546,C,5,13:42:19
1267,12,19,67.5943,0.9575,0.016614793,0.027423357,1.04165713,2.7488365,C,5,13:42:21
1268,12,19,67.6212,0.9843,0.017080564,0.028716251,1.041351949,2.80148013,C,5,13:42:22
1269,12,19,67.6485,1.0117,0.017555013,0.030058187,1.041351949,2.85397116,C,5,13:42:24
1270,12,19,67.6762,1.0393,0.018035249,0.031441861,1.04150454,2.90691997,C,5,13:42:26
1271,12,19,67.704,1.0672,0.018518379,0.03285935,1.041428244,2.95956359,C,5,13:42:27
1272,12,19,67.7257,1.0888,0.018894469,0.033980202,1.041199359,3,C,133,13:42:29
1273,12,20,67.7265,0.0008,9.0213E-06,0.000024083,1.042191196,2.66887922,D,0,13:42:29
1274,12,20,67.7475,0.0218,0.000373552,0.000986187,1.041428244,2.61608301,D,5,13:42:30
1275,12,20,67.7715,0.0458,0.000790141,0.002064569,1.04150454,2.5631342,D,5,13:42:32
1276,12,20,67.7958,0.0702,0.001212517,0.003135691,1.041580835,2.5101854,D,5,13:42:33
1277,12,20,67.8202,0.0945,0.001634894,0.004184547,1.041580835,2.45738918,D,5,13:42:35
1278,12,20,67.8447,0.119,0.002060164,0.005218087,1.041351949,2.40444038,D,5,13:42:36
1279,12,20,67.8692,0.1435,0.002485431,0.006229043,1.04150454,2.3510338,D,5,13:42:38
1280,12,20,67.8937,0.168,0.002910701,0.007217343,1.04150454,2.29777981,D,5,13:42:39
1281,12,20,67.9178,0.1922,0.003330185,0.008169906,1.04150454,2.24483101,D,5,13:42:41
1282,12,20,67.942,0.2163,0.003749669,0.009100224,1.041428244,2.19203479,D,5,13:42:42
1283,12,20,67.966,0.2403,0.004166258,0.010002006,1.041580835,2.13862821,D,5,13:42:44
1284,12,20,67.99,0.2643,0.004582849,0.010881629,1.04165713,2.08537423,D,5,13:42:45
1285,12,20,68.0138,0.2882,0.004996546,0.011733087,1.041351949,2.03212024,D,5,13:42:46
1286,12,20,68.0375,0.3118,0.005407349,0.012556699,1.041580835,1.97901884,D,5,13:42:48
1287,12,20,68.0612,0.3355,0.005818154,0.013358426,1.04150454,1.92530709,D,5,13:42:49
1288,12,20,68.0847,0.359,0.006226065,0.01413267,1.041428244,1.87190051,D,5,13:42:51
1289,12,20,68.1082,0.3825,0.006633976,0.014885055,1.04150454,1.81834134,D,5,13:42:52
1290,12,20,68.1312,0.4055,0.007033208,0.01560008,1.041428244,1.76493477,D,5,13:42:53
1291,12,20,68.1542,0.4285,0.00743244,0.016293872,1.041428244,1.71198596,D,5,13:42:55
1292,12,20,68.1768,0.4512,0.007825885,0.016956648,1.041580835,1.65888457,D,5,13:42:56
1293,12,20,68.1995,0.4738,0.008219333,0.017598486,1.041428244,1.60547799,D,5,13:42:58
1294,12,20,68.222,0.4963,0.008609886,0.018214811,1.04150454,1.55252918,D,5,13:42:59
1295,12,20,68.2442,0.5185,0.008994653,0.018801608,1.04150454,1.4992752,D,5,13:43:00
1296,12,20,68.2665,0.5408,0.009382315,0.019372204,1.041428244,1.4461738,D,5,13:43:02
1297,12,20,68.2887,0.563,0.009767082,0.019917943,1.041351949,1.39261463,D,5,13:43:03
1298,12,20,68.3107,0.585,0.010148957,0.020439155,1.041428244,1.33920806,D,5,13:43:04
1299,12,20,68.3325,0.6068,0.010527939,0.020936203,1.041428244,1.28564889,D,5,13:43:05
1300,12,20,68.3543,0.6287,0.01090692,0.021412955,1.041428244,1.23193713,D,5,13:43:07
1301,12,20,68.376,0.6503,0.011283009,0.021865898,1.041351949,1.17822538,D,5,13:43:08
1302,12,20,68.3975,0.6718,0.011656204,0.022295356,1.04150454,1.1248188,D,5,13:43:09
1303,12,20,68.4188,0.6932,0.012026507,0.022701668,1.041580835,1.07125963,D,5,13:43:11
1304,12,20,68.44,0.7143,0.012393915,0.02308512,1.041351949,1.01754788,D,5,13:43:12
1305,12,20,68.4612,0.7355,0.012761325,0.023448867,1.041428244,0.96383612,D,5,13:43:13
